"NAME:","matan w 3"
"EXPERIMENT TIME:","Thu Jun 01 12:00:05 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","110"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"19.864223744","8.32","-0.63","-2.71"
"19.956498432","6.75","-1.14","-0.43"
"20.040384512000003","12.20","-2.63","-4.79"
"20.124270592000002","17.81","-4.00","-8.39"
"20.182990848000003","7.06","-0.12","-4.16"
"20.283654144","6.35","-3.10","-4.59"
"20.350763008","12.71","-3.10","-3.02"
"20.417871872000003","7.53","-2.24","-2.71"
"20.552089600000002","5.88","-3.80","-1.69"
"20.594032640000002","8.32","-2.28","-1.65"
"20.67791872","18.32","-6.75","-3.30"
"20.7618048","12.36","-6.20","-3.30"
"20.828913664","2.94","-0.31","-4.16"
"20.929576960000002","11.85","-4.47","-5.49"
"21.01346304","9.14","-4.47","-3.41"
"21.072183296000002","7.53","-1.49","-2.90"
"21.164457984000002","6.83","-0.67","-1.29"
"21.298675712","9.45","-1.80","-3.84"
"21.365784576000003","14.87","-6.28","-6.12"
"21.43289344","10.00","-1.57","-3.33"
"21.51677952","3.37","-2.75","-3.33"
"21.55872256","9.14","-0.39","-4.94"
"21.650997248000003","8.63","-2.28","-3.41"
"21.734883328000002","7.10","-3.88","-2.67"
"21.818769408","6.75","-2.94","-0.94"
"21.885878272000003","7.14","-2.47","-2.71"
"21.969764352000002","13.57","-3.65","-4.20"
"22.053650432","5.84","-3.84","-4.08"
"22.18786816","7.49","-0.12","-2.98"
"22.246588416","10.12","-5.22","-4.16"
"22.313697280000003","8.12","-2.51","-3.53"
"22.380806144","7.96","-0.86","-2.24"
"22.447915008000003","6.20","-1.84","-0.90"
"22.531801088","14.00","-2.43","0.12"
"22.624075776","15.77","-3.02","-4.75"
"22.707961856","4.82","-2.12","-4.63"
"22.791847936","8.47","-2.47","-3.26"
"22.8589568","9.34","-1.69","-4.79"
"22.94284288","9.26","-3.69","-2.51"
"23.429382144","7.02","-3.49","-1.18"
"23.932698624","7.65","-3.73","-3.14"
"23.957864448000002","12.67","-4.08","-2.24"
"23.966253056000003","11.96","-6.43","-5.02"
"23.966253056000003","4.00","0.47","-3.5312.16"
"24.008196096000002","5.37","-3.22","-3.30"
"24.07530496","13.45","-1.53","-3.96"
"24.159191040000003","6.98","-3.77","-2.55"
"24.293408768000003","6.43","-3.80","-1.57"
"24.360517632","8.51","-1.92","-1.06"
"24.41084928","16.48","-5.57","-2.86"
"24.49473536","12.36","-7.22","-4.00"
"24.553455616","2.94","0.31","-3.88"
"24.654118912","12.83","-6.20","-5.33"
"24.738004992","9.26","-3.53","-3.30"
"24.796725248","7.57","-1.49","-2.98"
"24.905777152000002","6.71","-0.86","-0.94"
"24.964497408000003","10.43","-1.92","-3.80"
"25.039994880000002","13.53","-6.32","-4.24"
"25.174212608","10.00","-0.71","-4.24"
"25.24971008","2.79","-2.16","-3.41"
"25.316818944","12.08","-2.31","-5.06"
"25.358761984","8.32","-2.28","-3.45"
"25.451036672","7.41","-3.65","-2.28"
"25.551699968","7.26","-2.82","-0.78"
"25.610420224000002","8.12","-3.14","-2.35"
"25.702694912000002","13.45","-5.41","-4.47"
"25.778192384","7.14","-5.33","-5.02"
"25.870467072","5.92","1.26","-3.88"
"25.929187328","10.04","-7.06","-2.90"
"26.071793664","8.71","-2.16","-3.96"
"26.138902528000003","7.41","-0.86","-2.35"
"26.206011392","6.63","-1.69","-0.59"
"26.273120256000002","12.36","-1.33","-4.59"
"26.34022912","15.22","-6.00","-6.43"
"26.440892416","7.18","-0.16","-4.94"
"26.516389888000003","7.81","-2.16","-3.77"
"26.600275968000002","10.79","-2.24","-5.10"
"26.667384832000003","9.14","-3.53","-2.79"
"26.759659520000003","7.53","-3.57","-1.73"
"26.851934208000003","7.85","-1.06","-0.94"
"26.952597504000003","16.28","-2.08","-2.63"
"27.019706368","14.00","-7.53","-4.94"
"27.086815232000003","3.22","-1.18","-4.71"
"27.153924096","10.59","-3.14","-5.41"
"27.288141824","9.14","-5.33","-3.14"
"27.330084864000003","7.69","-1.80","-3.26"
"27.405582336000002","7.49","-0.78","-1.61"
"27.489468416","7.02","-2.08","-1.41"
"27.573354496","13.65","-2.59","-0.47"
"27.648851968000002","15.10","-1.22","-5.18"
"27.732738048","4.20","-2.08","-4.00"
"27.816624128","7.73","-0.94","-4.79"
"27.917287424","11.34","-2.63","-3.96"
"27.984396288000003","7.69","-2.90","-3.30"
"28.051505152","6.75","-3.49","-1.69"
"28.127002624000003","8.39","-3.10","-1.88"
"28.194111488","15.53","-4.28","-4.00"
"28.286386176","10.63","-7.53","-4.86"
