"NAME:","elon0"
"EXPERIMENT TIME:","Thu Jun 01 12:05:19 GMT+03:00 2023"
"ACTIVITY TYPE:","Walking"
"COUNTS OF ACTUAL STEPS:","95"
"  "," "
"Time [sec]","ACC X","ACC Y","ACC Z"
"27.472691200000003","-8.79","5.22","-2.28"
"27.556577280000003","-9.69","6.16","0.78"
"27.640463360000002","-14.47","4.79","-6.90"
"27.707572224000003","-6.20","6.39","-1.80"
"27.791458304000002","-8.08","7.02","-4.20"
"27.900510208","-7.14","6.51","-2.67"
"27.976007680000002","-5.77","6.20","-2.63"
"28.076670976000003","-7.30","6.16","-1.84"
"28.135391232000003","-9.30","5.45","-0.98"
"28.210888704000002","-6.71","9.49","-0.39"
"28.269608960000003","-10.24","7.26","-8.67"
"28.361883648000003","-7.81","8.00","-1.18"
"28.462546944000003","-4.24","5.33","-3.06"
"28.546433024000002","-8.75","4.63","-3.02"
"28.596764672000003","-8.94","5.69","-3.10"
"28.689039360000002","-9.18","4.31","-1.69"
"28.77292544","-8.47","6.79","-0.59"
"28.85681152","-8.24","6.43","0.47"
"28.949086208","-10.67","5.61","0.31"
"29.041360896","-7.65","3.61","-7.30"
"29.116858368000003","-10.59","11.06","-1.10"
"29.183967232","-7.57","4.59","-2.82"
"29.251076096000002","-6.20","6.39","-2.28"
"29.351739392000002","-4.39","5.96","-2.67"
"29.410459648000003","-9.10","7.37","-2.86"
"29.502734336000003","-7.57","13.38","-3.65"
"29.586620416000002","-6.51","7.02","-6.28"
"29.670506496","-7.92","6.67","-3.02"
"29.754392576","-7.06","6.00","-3.22"
"29.813112832","-7.57","4.35","-3.10"
"29.913776128000002","-8.79","3.26","-0.98"
"30.006050816000002","-6.20","3.49","0.12"
"30.073159680000003","-14.20","9.69","1.49"
"30.140268544","-20.01","8.39","-2.67"
"30.232543232","-1.37","0.90","-5.30"
"30.32481792","-12.55","4.43","-2.79"
"30.391926784000002","-7.26","7.53","-3.45"
"30.484201472000002","-4.35","5.96","-1.53"
"30.568087552","-5.18","5.33","-0.35"
"30.626807808000002","-11.18","12.36","-1.53"
"30.710693888","-7.65","13.45","-1.18"
"30.794579968","-5.02","1.96","-3.73"
"30.878466048000003","-11.96","6.79","-3.61"
"30.953963520000002","-7.22","4.35","-1.26"
"31.029460992","-5.30","3.30","-0.51"
"31.163678720000004","-7.57","2.63","0.98"
"31.214010368","-14.79","11.57","1.77"
"31.272730624","-15.85","7.37","1.22"
"31.356616704","1.45","0.67","-6.28"
"31.440502784000003","-14.44","6.04","-6.43"
"31.935430656","-6.00","7.81","-2.16"
"32.447135744","-4.16","5.33","-1.22"
"32.472301568","-5.77","6.55","-0.94"
"32.472301568","-10.04","9.49","-2.51"
"32.489078784","-5.18","9.49","0.78-6.83"
"32.489078784","-1.61","6.47","-5.33"
"32.572964864","-15.85","7.73","-4.86"
"32.648462336","-5.02","5.61","0.35"
"32.740737024000005","-4.55","5.37","-1.80"
"32.866566144000004","-5.14","7.37","-1.61"
"32.933675008","-10.12","8.12","-2.67"
"33.000783872","-6.20","10.40","-0.31"
"33.067892736000005","-6.16","3.26","-5.73"
"33.1350016","-12.40","11.69","-0.31"
"33.21888768","-6.32","4.39","-1.65"
"33.30277376","-4.94","3.61","-1.18"
"33.38665984","-7.61","2.75","0.27"
"33.478934528","-12.83","12.79","-1.96"
"33.562820608","-8.24","2.90","3.02"
"33.621540864","-7.22","8.90","-3.14"
"33.705426944","-12.47","9.30","0.86"
"33.839644672","-4.94","4.86","0.08"
"33.898364928","-5.61","4.98","-2.04"
"33.965473792000004","-4.94","6.79","-1.49"
"34.024194048000005","-9.38","7.02","-2.86"
"34.108080128000005","-8.51","9.18","-0.35"
"34.200354816","-5.26","3.06","-5.37"
"34.292629504000004","-12.36","11.77","-1.49"
"34.351349760000005","-6.39","4.75","-1.88"
"34.435235840000004","-5.69","3.26","-0.59"
"34.535899136000005","-7.14","3.02","-0.04"
"34.594619392000006","-11.61","9.73","-2.39"
"34.678505472000005","-14.08","7.30","-0.08"
"34.779168768000005","-0.78","1.73","-5.41"
"34.846277632","-14.67","5.37","-5.77"
"34.913386496","-5.84","7.06","-2.08"
"34.997272576","-3.84","4.98","-1.18"
"35.089547264000004","-5.77","6.63","-1.49"
"35.156656128","-10.55","8.55","-3.57"
"35.240542208","-5.65","11.92","-0.31"
"35.324428288","-7.57","2.94","-2.98"
"35.416702976","-11.85","8.83","-1.84"
"35.500589056","-6.08","5.49","-1.22"
"35.584475136","-5.26","3.14","-0.82"
"35.643195392","-7.77","2.47","0.98"
"35.743858688","-13.73","13.38","1.22"
"35.827744768","-14.75","6.63","1.92"
"35.894853632","-1.45","3.30","-8.08"
"35.987128320000004","-15.06","7.14","-6.63"
"36.062625792000006","-4.98","6.12","-0.78"
"36.129734656000004","-3.80","5.06","-1.92"
"36.213620736","-5.81","6.51","-2.04"
"36.297506816","-10.00","9.45","-0.90"
"36.381392896","-5.02","11.96","-1.37"
"36.456890368","-6.32","3.77","-3.96"
"36.540776448","-12.55","8.79","-2.28"
"36.633051136","-5.10","5.02","-2.12"
"36.700160000000004","-5.65","3.10","-0.98"
"36.834377728","-7.49","2.51","-0.20"
"36.901486592000005","-13.42","11.49","0.47"
"36.960206848000006","-9.77","5.10","2.98"
"37.044092928000005","-2.43","3.96","-6.28"
"37.102813184000006","-14.63","8.20","-4.86"
"37.20347648","-4.90","5.26","-0.35"
"37.287362560000005","-4.43","5.69","-1.53"
"37.362860032","-4.94","6.90","-1.80"
"37.438357504","-11.61","7.41","-1.45"
"37.908119552","-3.30","12.79","-1.45"
"38.41982464","-8.08","3.18","-6.04"
"38.428213248000006","-10.79","11.18","-0.24"
"38.906363904","-5.77","4.90","-0.82"
"38.931529728","-5.88","3.57","-1.41-7.06"
"39.409680384000005","-5.22","6.35","-2.59"
"39.912996864","-11.06","6.90","-3.57"
"39.912996864","-6.43","10.20","-1.10"
"39.921385472000004","-6.90","3.65","-5.37-11.96"
"40.407924736000005","-4.55","6.24","-0.43"
"40.911241216","-3.53","5.65","-1.73"
"40.928018432","-5.45","6.86","-1.61"
"40.928018432","-8.87","7.96","-3.73-5.92"
"40.944795648","-1.14","5.73","-5.69"
"40.944795648","-14.59","7.26","-5.88"
"40.944795648","-4.79","5.65","-0.47"
"40.944795648","-4.16","5.84","-1.41-5.49"
"40.995127296","-6.83","2.86","-6.59"
"41.095790592","-12.55","10.71","0.04"
"41.146122240000004","-6.08","5.06","-1.80"
"41.238396928","-6.00","3.02","-1.22"
"41.322283008","-6.94","2.94","0.16"
"41.406169088000006","-10.43","7.30","-3.45"
"41.490055168000005","-9.69","3.06","0.31"
"41.632661504000005","-3.88","5.69","-4.12"
"41.699770368","-13.89","10.04","-3.22"
"41.733324800000005","-5.73","4.71","-0.82"
"41.817210880000005","-4.67","5.92","-1.22"
"41.901096960000004","-5.53","6.35","-1.53"
"41.968205824","-8.39","7.14","-3.80"
"42.052091904","-7.73","5.73","2.82"
"42.135977984","-14.04","11.18","-7.53"
"42.219864064","-6.59","6.71","-0.39"
"42.295361536","-8.12","5.53","-1.06"
"42.3624704","-8.79","4.94","-2.75"
"42.505076736","-6.39","2.94","-0.94"
"42.580574208","-7.45","3.65","-0.08"
"42.639294464","-12.24","5.10","1.73"
"42.69801472","-15.69","3.88","-6.90"
"42.7819008","-6.63","6.28","0.90"
"42.86578688","-8.20","3.45","-2.75"
"42.941284352000004","-7.06","6.43","-2.90"
"43.025170432","-5.10","6.67","-1.10"
"43.109056512","-7.65","6.04","-0.94"
"43.201331200000006","-11.65","10.94","-1.26"
"43.276828672","-13.34","12.08","-7.65"
"43.402657792","-5.65","8.32","-0.12"
"43.469766656000004","-7.73","5.92","-1.57"
"43.53687552","-7.10","3.65","-3.18"
"43.595595776","-7.02","3.33","-0.55"
"43.679481856","-7.73","3.41","-0.27"
"43.763367936","-11.49","6.86","2.94"
"43.847254016","-17.93","5.18","-5.41"
"43.914362880000006","-6.39","5.10","1.49"
"43.998248960000005","-8.75","2.79","-2.55"
"44.082135040000004","-6.83","7.14","-2.90"
"44.174409728","-4.94","6.94","-1.10"
"44.241518592000006","-7.45","6.04","-1.10"
"44.358959104","-12.12","10.67","-1.26"
"44.41767936","-12.98","8.98","-9.38"
"44.484788224000006","-7.30","10.90","-0.63"
"44.551897088000004","-6.20","4.82","-1.33"
"44.635783168","-7.22","4.04","-2.55"
"44.719669248","-7.41","3.10","-0.82"
"44.803555328","-8.39","4.47","-1.61"
"44.895830016000005","-10.20","7.45","0.31"
"44.971327488","-13.02","5.49","-4.51"
"45.055213568000006","-9.18","6.63","2.31"
"45.147488256","-7.41","2.86","-1.92"
"45.197819904","-7.45","6.35","-3.18"
"45.332037632","-5.26","7.57","-1.49"
"45.390757888","-7.37","5.33","-1.37"
"45.457866752","-12.71","10.04","-0.82"
"45.524975616000006","-14.36","9.69","-9.18"
"45.617250304","-7.77","9.38","0.90"
"45.701136384","-5.02","5.37","-0.35"
"45.810188288000006","-7.22","4.12","-1.84"
"45.860519936","-7.57","3.65","-0.59"
"45.936017408000005","-7.69","3.84","-1.02"
"46.397390848","-10.04","9.18","0.16"
"46.909095936","-10.94","4.55","-4.16"
