NAME:,run_5_1.csv,,
43.184,-1.14,-20.01,-19.61
43.234,3.26,-19.14,5.02
43.299,1.33,-7.14,-13.38
43.351,3.49,-20.01,3.53
43.384,3.37,-6.43,3.33
43.442,-0.31,-1.18,-0.2
43.496,-2.08,-1.77,5.37
43.547,3.1,-0.35,-4.35
43.602,-5.22,-15.69,3.8
43.72,-4.24,-15.02,8.43
43.732,4,-16.79,2.71
43.757,-1.57,-14.2,-3.02
43.808,-3.88,-6.2,-2.98
43.858,-0.35,-1.8,-1.65
43.908,-0.31,0.16,-0.75
43.957,-9.73,-7.26,4.9
44.007,4.39,-10.2,-1.65
44.043,1.73,-12.98,4.75
44.12,-1.06,-13.26,-4.04
44.155,3.3,-16.12,4.59
44.21,2.79,-11.57,1.29
44.244,3.61,-2.9,2.24
44.379,0.51,-0.9,3.1
44.391,-1.77,-1.73,6.51
44.411,-3.61,-20.01,9.22
44.461,0.71,-17.85,2.24
44.518,-1.18,-9.3,-1.29
44.568,-5.49,-8.94,-7.69
44.619,-1.02,3.14,-0.47
44.677,-0.12,-1.33,-1.61
44.708,-7.61,-7.65,8.24
44.76,-5.1,-9.61,4.9
44.811,-1.92,-12.12,-0.51
44.863,0.47,-15.38,4.2
44.914,6.39,-10.08,4.35
44.987,0.24,-5.1,-0.55
45.037,-0.39,-1.02,5.81
45.322,4.51,1.92,3.3
45.334,-2.98,-20.01,3.77
45.372,0.08,1.49,-0.71
45.424,-3.14,3.33,6.24
45.476,-6.35,-20.01,-2.24
45.651,2.28,-17.5,10.67
45.679,2.35,-11.85,5.73
45.732,2.04,-2.24,-1.77
45.787,-1.18,-0.35,3.49
45.842,-0.86,-1.61,0
45.892,-2.24,-9.89,5.49
45.94,-3.57,-16.51,10.04
45.997,6.94,-19.61,5.06
46.028,-1.06,-16.48,-5.69
46.096,-3.14,-8.12,-0.98
46.204,0.47,-5.81,-5.49
46.214,-1.84,-0.9,-2.16
46.254,-0.12,-1.33,2.63
46.288,-5.88,-2.82,9.73
46.341,-6.35,-10.32,-3.61
46.396,3.45,-11.81,3.33
46.451,-2.12,-4.94,-10
46.503,1.96,-20.01,4.2
46.556,7.73,-7.85,0.04
46.608,0.9,-5.18,1.92
46.656,-1.88,-2.43,2.43
46.712,3.77,4.28,2.47
46.744,2.16,-17.69,-3.14
46.804,0.31,-19.93,4.43
46.897,2.9,-20.01,-4.39
46.921,-1.45,-8.71,-0.59
46.959,-3.02,-4.35,-7.1
47.013,-2.67,3.88,-0.78
47.06,-2.55,0.63,2.35
47.111,-5.06,-9.26,8.16
47.161,-6.16,-11.41,0.59
47.216,-0.31,-14.36,0
47.267,2.31,-16.04,5.26
47.318,1.96,-12.12,7.34
47.381,2.86,-3.65,0.27
47.434,-1.53,-2.39,4.28
47.564,-0.82,-20.01,11.22
47.635,3.65,-16.12,-1.41
47.672,-3.3,-10.2,-1.73
47.731,-3.41,-8.63,-5.18
47.78,0,1.57,-0.78
47.832,-1.73,1.8,2.55
47.881,-5.18,-13.85,3.8
47.92,-4.24,-9.22,0.63
47.981,-1.45,-20.01,-1.29
48.034,5.65,-17.3,6.9
48.176,-4.63,-1.26,3.26
48.231,2.2,0.9,-3.57
48.283,-4.86,-16.04,4
48.333,-0.47,-20.01,9.53
48.384,1.33,-18.55,3.53
48.439,-0.94,-8.55,-1.8
48.5,-2.08,-10.51,-3.92
48.553,0.59,2.75,-2.39
48.582,-1.92,-0.75,0.43
48.633,-8.08,-6.83,8.51
48.708,-1.45,-6.47,7.53
48.78,-0.55,-13.96,3.69
48.807,2.67,-14.59,-1.02
48.834,5.37,-13.81,9.3
48.892,4.04,-6.86,0.71
48.942,-2.12,-0.78,0.31
48.994,0.94,0.08,5.45
49.053,-1.06,0.08,7.96
49.104,-1.45,-20.01,10
49.157,3.8,-18.32,2.82
49.198,-1.41,-11.14,-2.16
49.25,-2.79,-7.49,-4.24
49.302,1.69,1.65,-2.2
49.364,-5.22,1.02,-0.71
49.441,-0.08,-1.29,7.1
49.452,6.04,-12.4,-5.37
49.507,2.24,-16.48,2.94
49.559,-3.88,-16.87,-7.81
49.613,4.67,-16.28,3.02
49.674,6.04,-9.85,-0.04
49.728,-0.78,0.2,5.06
49.758,-0.27,0.67,0.9
49.812,-3.1,2.86,8.36
49.862,1.41,-20.01,13.61
49.917,4.28,-20.01,-0.71
49.978,1.8,-14.79,-1.61
50.091,-3.84,-7.73,-1.57
50.102,-0.67,-3.53,-3.18
50.124,-4.47,1.22,-1.65
50.18,-2.71,1.14,6.67
50.231,-0.55,-16.83,4.35
50.262,1.88,-17.14,5.02
50.323,-0.86,-20.01,2.98
50.601,4.59,-13.18,4.24
50.639,-0.63,-20.01,6.86
50.793,-3.65,-9.22,-0.31
50.839,-2.08,-0.2,-1.33
50.89,-2.71,1.84,2.24
50.949,-2.75,-3.61,5.69
51,3.3,-12.75,-4.47
51.052,0.78,-16.51,4.16
51.101,1.92,-20.01,1.61
51.152,4.55,-15.14,6.24
51.207,5.65,-8.47,0.94
51.244,-0.39,-2.16,2.31
51.351,0.35,0.51,5.33
51.363,1.26,3.02,4.79
51.401,2.71,-20.01,8.55
51.453,0.27,-20.01,0.35
51.5,2,-11.77,-3.26
51.552,-1.49,-7.34,-3.73
51.606,-1.65,-2.04,-3.22
51.662,-3.37,0.94,-1.14
51.693,0.31,-1.49,5.77
51.755,4.39,-13.77,-11.18
51.812,1.61,-16.79,4.51
51.869,1.65,-13.22,-2.47
51.92,5.3,-15.3,6.35
51.948,3.61,-8.39,-2.12
52.041,-0.27,0.78,4.08
52.071,0.16,-0.35,2.04
52.115,-6.24,1.22,9.18
52.171,3.3,-20.01,13.3
52.221,4.86,-20.01,3.1
52.271,2.2,-13.57,-2.24
52.325,-5.57,-7.77,-0.47
52.375,-3.49,-1.69,-5.1
52.425,-4.12,0.63,-1.57
52.458,-0.35,-0.04,20.01
52.614,-2.35,-13.14,-4
52.676,3.88,-18.67,7.1
52.724,6.2,-7.77,-1.29
52.776,-0.71,-2.16,-0.43
52.826,-1.92,-0.51,5.33
52.881,3.57,2.63,8.12
52.938,-0.55,-17.69,1.8
52.987,-0.27,-20.01,7.92
53.039,2.59,-18.59,1.69
53.069,-3.3,-7.85,-0.98
53.131,-2.2,-6.12,-6.16
53.202,-0.04,1.65,0.59
53.296,-6.32,1.73,3.06
53.305,1.53,-20.01,-2.94
53.327,2.04,-17.57,5.92
53.383,-1.26,-15.06,-2.28
53.435,1.49,-16,4.43
53.487,3.57,-10.51,5.33
53.536,1.37,-4.55,0.27
53.594,-1.96,1.26,6.12
53.648,-0.51,1.22,-3.22
53.702,-2.75,-15.69,10
53.757,-5.1,-19.3,5.61
53.801,5.22,-15.61,4.35
53.899,-4.31,-11.96,-2.79
53.908,-3.33,-8.36,-4.79
53.952,0.9,1.8,-1.84
54.001,-0.2,-3.33,-0.04
54.061,-10.16,-6.35,3.41
54.113,4,-6.51,2.12
54.145,1.61,-14.63,1.61
54.199,-0.67,-11.73,-1.49
54.248,3.8,-16.32,7.73
54.299,4,-7.34,-1.61
54.349,0.55,-0.71,3.33
54.411,-0.27,-0.27,0.9
54.55,-5.1,0.24,6.63
54.554,-0.12,-20.01,11.81
54.568,3.1,-19.93,3.49
54.649,3.77,-15.77,-6.16
54.658,-0.9,-12.75,-1.65
54.71,-2.79,-6.04,-6.24
54.771,0.82,4.2,-3.45
54.828,-3.22,-0.78,1.26
54.854,-10.16,-18.87,-8.67
54.915,8.9,-13.57,5.65
54.956,-1.22,-16.2,1.26
55.011,0,-14.67,6.43
55.071,4.43,-11.45,3.53
55.191,4.51,-5.06,-1.37
55.201,1.22,-2.67,5.33
55.219,-1.06,-0.67,-0.31
55.317,-1.57,-0.59,3.06
55.324,-0.67,-20.01,10.24
55.373,3.96,-20.01,2.59
55.423,1.65,-13.93,-0.16
55.474,-3.84,-6.94,-3.06
55.533,-2.35,-3.02,-3.22
55.583,-3.02,-0.27,-2
55.883,-6.47,-3.73,5.3
55.89,5.53,-11.26,-1.92
55.906,2.55,-13.42,3.45
55.912,-0.51,-19.38,-3.41
55.929,1.73,-2.28,0.43
56,-1.8,-2.16,4.47
56.051,2.31,4.2,9.34
56.08,-0.82,-20.01,6.9
56.137,4.31,-20.01,7.14
56.191,0.82,-20.01,-2.16
56.246,-3.96,-7.18,0.35
56.3,-3.57,-6.9,-5.96
56.347,0.39,2.75,-1.8
56.4,0.12,-2.28,0.04
56.437,-3.26,-20.01,-0.35
56.496,-6.67,-10,2.12
56.538,-1.57,-18.83,1.88
56.591,2.55,-12.91,1.73
56.664,2.59,-12.75,6.71
56.712,0.27,-5.81,-1.69
56.77,0.39,-0.75,4
56.803,2.79,0.98,-0.63
56.852,-3.18,-13.18,3.8
56.91,-3.84,-19.02,12.43
56.962,2.59,-17.34,4.2
56.997,-1.02,-11.69,-1.57
57.066,-3.1,-6.98,-4.67
57.115,0.67,-3.77,-3.06
57.148,-1.41,-0.51,-1.14
57.211,-8.08,-3.49,-1.02
57.259,1.49,-20.01,-7.53
57.31,4.9,-18.99,4.63
57.361,-2.55,-13.96,-2.12
57.412,2.51,-16.36,3.22
57.466,2.82,-10.87,6.59
57.517,2.47,-5.61,-1.73
57.573,0,-1.45,5.26
57.606,2.2,-0.24,0.24
57.661,-3.45,-13.96,0.67
57.819,-3.53,-11.06,-1.1
57.882,-1.18,-8.2,-4.98
57.915,1.14,0.39,-3.69
57.979,-2.12,0.35,0.47
58.032,-14.91,-6.63,5.18
58.083,5.53,-8.43,-1.37
58.129,2.28,-13.06,4
58.184,-0.94,-20.01,2.08
58.24,4.39,-13.65,3.33
58.29,4.63,-9.45,1.41
58.339,0.31,-3.77,-1.65
58.409,1.45,-0.59,2.2
58.447,-0.9,2.55,8.08
58.481,-2.43,-17.06,6.32
58.537,4.28,-20.01,6.12
58.589,4.55,-16.71,-2.94
58.639,-3.53,-8.2,-1.73
58.692,-2.75,-9.38,-5.02
58.747,1.02,0.9,-0.63
58.8,0.71,-0.67,-0.43
58.833,-10.4,-4.98,8
58.886,-0.24,-7.34,0.04
58.937,2.47,-11.89,1.96
58.99,0.51,-13.49,-2.67
59.054,2.59,-17.34,5.81
59.104,3.73,-7.53,2.08
59.152,0.39,-4.12,0
59.201,-0.47,-1.77,3.61
59.255,3.3,0.35,0.75
59.311,-3.3,-14.55,1.61
59.362,-2,-14.91,5.65
59.411,6.28,-19.5,3.33
59.467,-0.63,-15.69,-2.12
59.518,-2.51,-7.37,-0.94
59.568,-2.31,0.43,0.2
59.599,-2.39,0.71,-0.39
59.671,1.26,-4.39,2.94
59.719,-2,-15.81,1.37
59.774,4.59,-17.06,5.61
59.804,-1.49,-13.57,-0.47
59.858,1.14,-19.38,2.28
59.916,7.34,-10.04,4.82
59.972,0.12,-9.53,-2.47
60.02,-1.96,-2.35,0.78
60.071,2.12,0,1.53
60.128,-2.51,-12.2,1.84
60.172,-2.82,-20.01,9.96
60.225,4.82,-15.85,1.65
60.298,-1.14,-10.9,0.51
60.317,-3.1,-2.79,-2.04
60.364,2.55,2.28,-1.22
60.418,-1.02,-1.53,-0.51
60.474,-20.01,-20.01,13.02
60.539,-4.71,-16.32,-5.57
60.589,-2.35,-8.08,2.2
60.639,-4.43,-19.73,0.94
60.664,2.63,-8.24,1.96
60.72,3.69,-3.8,-1.69
60.772,1.37,-1.49,2.59
60.834,-4.63,-5.81,2.55
60.939,3.57,-8.63,3.3
60.949,4.35,-11.14,6.83
61.161,-5.45,-17.65,13.57
61.171,2.39,-10.9,6.43
61.185,-2.79,-6.83,2.86
61.247,-3.61,-8.39,1.29
61.3,-0.24,-11.85,-1.14
61.334,-0.55,-10.12,-2.63
61.403,2,-9.18,0.82
61.448,0.16,-8,0.31
61.507,-1.96,-8.16,-1.77
61.569,3.53,-19.97,10.71
61.595,-0.12,-8.63,0.86
61.644,0.16,-4.71,0.82
61.693,0.86,-9.02,2.75
61.743,1.61,-9.22,2.98
61.791,-1.61,-11.14,6.47
61.865,1.92,-9.69,2.12
61.894,1.92,-8.12,2.31
61.962,0.78,-9.06,2.79
62.013,1.14,-9.26,2.75
62.063,-0.04,-10.32,3.1
62.113,0.2,-9.18,3.77
62.227,0.08,-9.14,2.98
62.238,-1.02,-9.34,2.71
62.26,-0.86,-9.77,3.22
62.318,-2.9,-9.69,2.12
62.349,-0.63,-9.81,3.45
62.405,-0.08,-9.34,2.63
62.454,-0.27,-9.06,2.35
62.507,-0.35,-9.77,2.75
62.568,-0.55,-9.61,2.63
62.615,-0.71,-9.45,2.82
62.668,-0.63,-9.61,2.63
