ACC Z,ACC Y,ACC X,Time [sec]
1.7,-1.52,-0.95,63.494
1.7,-1.52,-0.95,63.559
1.7,-1.52,-0.95,63.662
1.7,-1.52,-0.95,63.733
1.7,-1.52,-0.95,63.836
1.7,-1.52,-0.95,63.909
1.7,-1.52,-0.95,63.982
4.2,-8.59,-1.39,64.048
2.75,-11.35,-1.82,64.153
0.46,-9.15,-1.54,64.228
0.46,-9.15,-1.54,64.298
0.46,-9.15,-1.54,64.369
0.46,-9.15,-1.54,64.475
0.46,-9.15,-1.54,64.547
0.46,-9.15,-1.54,64.657
0.46,-9.15,-1.54,64.725
0.46,-9.15,-1.54,64.8
-4.07,-2.94,-1.86,64.87
1.52,-4.13,0.61,64.942
3.19,-10.85,1.1,65.016
3.19,-10.85,1.1,65.087
3.19,-10.85,1.1,65.193
3.19,-10.85,1.1,65.263
3.19,-10.85,1.1,65.368
3.19,-10.85,1.1,65.438
3.19,-10.85,1.1,65.507
3.19,-10.85,1.1,65.576
5.7,-13.4,1.19,65.682
2.3,-11.75,-0.73,65.76
2.75,-9.83,-2.16,65.83
2.75,-9.83,-2.16,65.939
